,speed1,speed2,speed3,speed4,speed5,speed6,ScenarioID,road,reward,scenario,strategy
1_scenario_12|road1|jerk|rain_night|random,3.226,2.817,2.711,2.545,2.31,2.22,1_scenario_12,road1,jerk,rain_night,random
1_scenario_13|road1|jerk|rain_night|random,2.217,1.939,1.773,1.581,2.241,1.764,1_scenario_13,road1,jerk,rain_night,random
1_scenario_14|road1|jerk|rain_night|random,1.438,1.202,1.69,1.37,1.086,0.853,1_scenario_14,road1,jerk,rain_night,random
1_scenario_15|road1|jerk|rain_night|random,0.98,0.76,1.063,0.808,0.001,1.448,1_scenario_15,road1,jerk,rain_night,random
1_scenario_2|road1|jerk|rain_night|random,9.084,9.183,9.408,9.672,9.987,10.081,1_scenario_2,road1,jerk,rain_night,random
1_scenario_3|road1|jerk|rain_night|random,8.346,7.532,5.162,5.485,5.707,5.87,1_scenario_3,road1,jerk,rain_night,random
1_scenario_4|road1|jerk|rain_night|random,5.782,6.079,4.13,6.119,7.448,7.952,1_scenario_4,road1,jerk,rain_night,random
1_scenario_5|road1|jerk|rain_night|random,8.34,8.614,8.821,8.925,9.014,9.116,1_scenario_5,road1,jerk,rain_night,random
1_scenario_6|road1|jerk|rain_night|random,9.219,9.48,7.376,8.082,8.206,9.3,1_scenario_6,road1,jerk,rain_night,random
1_scenario_7|road1|jerk|rain_night|random,9.509,9.662,8.681,8.827,7.776,8.543,1_scenario_7,road1,jerk,rain_night,random
1_scenario_8|road1|jerk|rain_night|random,8.93,7.928,8.371,9.123,6.788,8.134,1_scenario_8,road1,jerk,rain_night,random
1_scenario_9|road1|jerk|rain_night|random,8.264,7.522,6.739,6.084,5.812,5.56,1_scenario_9,road1,jerk,rain_night,random
2_scenario_0|road1|jerk|rain_night|random,0.25,1.457,1.095,1.623,2.549,4.384,2_scenario_0,road1,jerk,rain_night,random
2_scenario_1|road1|jerk|rain_night|random,5.765,6.683,7.967,8.907,9.039,9.146,2_scenario_1,road1,jerk,rain_night,random
2_scenario_2|road1|jerk|rain_night|random,9.277,9.538,9.8,10.057,10.148,10.239,2_scenario_2,road1,jerk,rain_night,random
2_scenario_3|road1|jerk|rain_night|random,10.326,8.346,7.373,6.652,6.348,6.211,2_scenario_3,road1,jerk,rain_night,random
2_scenario_4|road1|jerk|rain_night|random,6.405,6.97,5.7,4.588,6.045,7.85,2_scenario_4,road1,jerk,rain_night,random
2_scenario_5|road1|jerk|rain_night|random,8.367,8.912,7.451,6.093,5.362,6.809,2_scenario_5,road1,jerk,rain_night,random
2_scenario_6|road1|jerk|rain_night|random,6.944,6.714,8.791,8.506,8.155,7.536,2_scenario_6,road1,jerk,rain_night,random
2_scenario_7|road1|jerk|rain_night|random,6.867,7.162,7.252,7.632,8.504,8.857,2_scenario_7,road1,jerk,rain_night,random
2_scenario_8|road1|jerk|rain_night|random,8.961,9.065,9.217,8.195,8.567,8.901,2_scenario_8,road1,jerk,rain_night,random
2_scenario_9_npc_vehicle|road1|jerk|rain_night|random,9.01,8.67,8.278,8.382,7.149,1.406,2_scenario_9_npc_vehicle,road1,jerk,rain_night,random
3_scenario_0|road1|jerk|rain_night|random,0.285,1.698,4.061,4.961,6.607,7.589,3_scenario_0,road1,jerk,rain_night,random
3_scenario_1|road1|jerk|rain_night|random,8.147,8.44,8.822,8.926,9.11,9.226,3_scenario_1,road1,jerk,rain_night,random
3_scenario_10|road1|jerk|rain_night|random,7.653,8.568,8.929,9.031,9.133,9.171,3_scenario_10,road1,jerk,rain_night,random
3_scenario_11|road1|jerk|rain_night|random,7.652,8.475,7.219,6.238,4.934,3.933,3_scenario_11,road1,jerk,rain_night,random
3_scenario_12|road1|jerk|rain_night|random,2.926,1.983,3.492,4.146,3.431,2.344,3_scenario_12,road1,jerk,rain_night,random
3_scenario_13|road1|jerk|rain_night|random,1.436,0.961,2.503,3.971,3.356,2.852,3_scenario_13,road1,jerk,rain_night,random
3_scenario_14|road1|jerk|rain_night|random,2.578,2.246,2.368,2.789,2.223,1.865,3_scenario_14,road1,jerk,rain_night,random
3_scenario_15|road1|jerk|rain_night|random,1.649,1.499,1.638,1.504,1.176,0.783,3_scenario_15,road1,jerk,rain_night,random
3_scenario_16|road1|jerk|rain_night|random,0.001,0.0,0.0,0.0,1.387,1.63,3_scenario_16,road1,jerk,rain_night,random
3_scenario_17|road1|jerk|rain_night|random,1.356,1.111,0.858,2.031,1.379,1.038,3_scenario_17,road1,jerk,rain_night,random
3_scenario_18|road1|jerk|rain_night|random,0.752,0.004,1.783,1.307,0.002,0.869,3_scenario_18,road1,jerk,rain_night,random
3_scenario_2|road1|jerk|rain_night|random,9.474,9.731,7.99,6.622,5.928,6.029,3_scenario_2,road1,jerk,rain_night,random
3_scenario_3|road1|jerk|rain_night|random,6.343,6.561,6.289,6.044,5.795,5.516,3_scenario_3,road1,jerk,rain_night,random
3_scenario_4|road1|jerk|rain_night|random,5.216,6.509,5.623,3.847,2.493,2.074,3_scenario_4,road1,jerk,rain_night,random
3_scenario_5|road1|jerk|rain_night|random,4.033,5.39,5.502,5.636,7.32,8.343,3_scenario_5,road1,jerk,rain_night,random
3_scenario_6|road1|jerk|rain_night|random,8.049,8.152,6.791,6.295,6.145,5.854,3_scenario_6,road1,jerk,rain_night,random
3_scenario_7|road1|jerk|rain_night|random,5.816,7.056,5.696,4.543,3.496,3.012,3_scenario_7,road1,jerk,rain_night,random
3_scenario_8|road1|jerk|rain_night|random,4.072,5.7,7.373,7.495,6.212,4.963,3_scenario_8,road1,jerk,rain_night,random
3_scenario_9|road1|jerk|rain_night|random,3.931,2.878,3.356,4.399,5.975,7.278,3_scenario_9,road1,jerk,rain_night,random
4_scenario_0|road1|jerk|rain_night|random,0.25,1.506,3.783,4.955,5.362,6.852,4_scenario_0,road1,jerk,rain_night,random
4_scenario_1|road1|jerk|rain_night|random,7.816,8.527,8.638,8.744,8.849,8.951,4_scenario_1,road1,jerk,rain_night,random
4_scenario_10|road1|jerk|rain_night|random,8.329,7.542,7.005,6.608,6.352,5.801,4_scenario_10,road1,jerk,rain_night,random
4_scenario_11|road1|jerk|rain_night|random,5.765,4.848,4.333,4.15,3.937,3.578,4_scenario_11,road1,jerk,rain_night,random
4_scenario_12|road1|jerk|rain_night|random,2.58,1.273,1.145,1.602,1.359,1.111,4_scenario_12,road1,jerk,rain_night,random
4_scenario_13|road1|jerk|rain_night|random,0.854,0.025,1.57,2.469,2.331,1.794,4_scenario_13,road1,jerk,rain_night,random
4_scenario_14|road1|jerk|rain_night|random,1.583,1.384,1.492,1.41,1.205,1.652,4_scenario_14,road1,jerk,rain_night,random
4_scenario_15|road1|jerk|rain_night|random,1.369,1.092,0.838,0.023,1.081,0.854,4_scenario_15,road1,jerk,rain_night,random
4_scenario_2|road1|jerk|rain_night|random,9.11,9.215,8.819,7.212,6.295,5.312,4_scenario_2,road1,jerk,rain_night,random
4_scenario_3|road1|jerk|rain_night|random,4.992,4.753,3.095,1.721,1.161,3.165,4_scenario_3,road1,jerk,rain_night,random
4_scenario_4|road1|jerk|rain_night|random,4.58,5.889,6.026,6.086,5.961,6.198,4_scenario_4,road1,jerk,rain_night,random
4_scenario_5|road1|jerk|rain_night|random,4.39,5.603,7.605,7.626,8.268,8.427,4_scenario_5,road1,jerk,rain_night,random
4_scenario_6|road1|jerk|rain_night|random,8.533,8.909,9.044,9.151,9.297,8.898,4_scenario_6,road1,jerk,rain_night,random
4_scenario_7|road1|jerk|rain_night|random,8.986,9.097,6.428,5.307,4.246,4.709,4_scenario_7,road1,jerk,rain_night,random
4_scenario_8|road1|jerk|rain_night|random,6.337,6.426,8.364,9.634,9.869,9.941,4_scenario_8,road1,jerk,rain_night,random
4_scenario_9|road1|jerk|rain_night|random,10.033,9.102,9.153,7.643,8.514,8.664,4_scenario_9,road1,jerk,rain_night,random
5_scenario_0|road1|jerk|rain_night|random,0.25,1.461,3.784,5.582,6.877,7.885,5_scenario_0,road1,jerk,rain_night,random
5_scenario_1|road1|jerk|rain_night|random,8.708,8.861,8.965,9.092,9.19,9.41,5_scenario_1,road1,jerk,rain_night,random
5_scenario_2_npc_vehicle|road1|jerk|rain_night|random,9.666,9.976,10.073,0.939,0.03,0.013,5_scenario_2_npc_vehicle,road1,jerk,rain_night,random
6_scenario_0|road1|jerk|rain_night|random,0.25,1.43,3.701,5.322,6.762,7.968,6_scenario_0,road1,jerk,rain_night,random
6_scenario_1|road1|jerk|rain_night|random,8.922,9.025,9.128,9.229,9.487,9.733,6_scenario_1,road1,jerk,rain_night,random
6_scenario_10|road1|jerk|rain_night|random,7.236,6.228,4.966,3.988,3.264,2.705,6_scenario_10,road1,jerk,rain_night,random
6_scenario_11|road1|jerk|rain_night|random,2.069,1.741,1.574,2.12,1.905,1.533,6_scenario_11,road1,jerk,rain_night,random
6_scenario_12|road1|jerk|rain_night|random,1.296,1.069,0.817,1.812,1.408,1.045,6_scenario_12,road1,jerk,rain_night,random
6_scenario_13|road1|jerk|rain_night|random,0.723,0.019,1.544,0.001,1.013,0.001,6_scenario_13,road1,jerk,rain_night,random
6_scenario_2|road1|jerk|rain_night|random,10.024,10.116,10.208,10.294,10.379,7.874,6_scenario_2,road1,jerk,rain_night,random
6_scenario_3|road1|jerk|rain_night|random,6.972,6.781,6.338,6.329,6.04,6.136,6_scenario_3,road1,jerk,rain_night,random
6_scenario_4|road1|jerk|rain_night|random,3.621,5.557,7.601,8.194,8.88,8.991,6_scenario_4,road1,jerk,rain_night,random
6_scenario_5|road1|jerk|rain_night|random,9.141,9.264,9.531,9.792,10.007,10.098,6_scenario_5,road1,jerk,rain_night,random
6_scenario_6|road1|jerk|rain_night|random,10.184,10.272,10.356,10.44,10.522,10.604,6_scenario_6,road1,jerk,rain_night,random
6_scenario_7|road1|jerk|rain_night|random,10.687,10.772,9.808,8.451,7.035,5.493,6_scenario_7,road1,jerk,rain_night,random
6_scenario_8|road1|jerk|rain_night|random,4.022,3.037,2.154,4.01,5.19,6.551,6_scenario_8,road1,jerk,rain_night,random
6_scenario_9|road1|jerk|rain_night|random,7.519,8.251,8.365,8.505,7.439,7.439,6_scenario_9,road1,jerk,rain_night,random
7_scenario_0|road1|jerk|rain_night|random,0.25,1.459,3.715,5.441,6.509,8.471,7_scenario_0,road1,jerk,rain_night,random
7_scenario_1_pedestrian|road1|jerk|rain_night|random,7.631,6.208,6.084,5.982,3.817,1.082,7_scenario_1_pedestrian,road1,jerk,rain_night,random
8_scenario_0|road1|jerk|rain_night|random,0.296,2.021,3.979,6.289,6.794,7.711,8_scenario_0,road1,jerk,rain_night,random
8_scenario_1|road1|jerk|rain_night|random,8.975,9.075,9.175,7.203,6.857,6.587,8_scenario_1,road1,jerk,rain_night,random
8_scenario_10|road1|jerk|rain_night|random,7.924,6.951,5.804,4.629,4.379,4.088,8_scenario_10,road1,jerk,rain_night,random
8_scenario_11|road1|jerk|rain_night|random,3.944,3.31,2.851,3.095,2.659,2.289,8_scenario_11,road1,jerk,rain_night,random
8_scenario_12|road1|jerk|rain_night|random,2.07,1.786,2.195,1.884,1.853,1.799,8_scenario_12,road1,jerk,rain_night,random
8_scenario_13|road1|jerk|rain_night|random,1.61,1.335,1.125,1.267,1.088,1.796,8_scenario_13,road1,jerk,rain_night,random
8_scenario_14|road1|jerk|rain_night|random,1.359,1.042,0.762,0.028,1.466,1.157,8_scenario_14,road1,jerk,rain_night,random
8_scenario_2|road1|jerk|rain_night|random,6.309,5.175,4.881,3.839,4.056,3.795,8_scenario_2,road1,jerk,rain_night,random
8_scenario_3|road1|jerk|rain_night|random,3.731,2.679,3.58,5.106,6.534,6.662,8_scenario_3,road1,jerk,rain_night,random
8_scenario_4|road1|jerk|rain_night|random,6.442,6.583,6.309,6.102,6.265,6.25,8_scenario_4,road1,jerk,rain_night,random
8_scenario_5|road1|jerk|rain_night|random,6.384,5.039,6.461,7.859,8.051,8.232,8_scenario_5,road1,jerk,rain_night,random
8_scenario_6|road1|jerk|rain_night|random,8.939,9.045,9.146,9.283,9.546,9.804,8_scenario_6,road1,jerk,rain_night,random
8_scenario_7|road1|jerk|rain_night|random,10.024,10.114,10.2,10.286,10.37,10.457,8_scenario_7,road1,jerk,rain_night,random
8_scenario_8|road1|jerk|rain_night|random,10.539,10.625,10.719,9.784,8.719,8.762,8_scenario_8,road1,jerk,rain_night,random
8_scenario_9|road1|jerk|rain_night|random,8.872,8.974,9.088,7.214,7.582,8.545,8_scenario_9,road1,jerk,rain_night,random
9_scenario_0|road1|jerk|rain_night|random,0.25,1.421,3.696,5.495,6.493,7.661,9_scenario_0,road1,jerk,rain_night,random
9_scenario_1|road1|jerk|rain_night|random,8.182,8.392,8.75,8.901,9.075,9.175,9_scenario_1,road1,jerk,rain_night,random
9_scenario_2_npc_vehicle|road1|jerk|rain_night|random,9.386,9.615,9.89,1.323,0.036,0.014,9_scenario_2_npc_vehicle,road1,jerk,rain_night,random
0_scenario_0|road1|jerk|sunny_day|random,0.316,1.922,4.315,6.008,7.569,8.368,0_scenario_0,road1,jerk,sunny_day,random
0_scenario_1|road1|jerk|sunny_day|random,8.652,8.914,9.019,9.187,9.423,9.678,0_scenario_1,road1,jerk,sunny_day,random
0_scenario_10|road1|jerk|sunny_day|random,3.465,2.756,2.58,2.375,3.129,2.386,0_scenario_10,road1,jerk,sunny_day,random
0_scenario_11|road1|jerk|sunny_day|random,2.149,1.7,1.894,2.075,1.604,1.433,0_scenario_11,road1,jerk,sunny_day,random
0_scenario_12|road1|jerk|sunny_day|random,1.579,1.316,0.973,1.483,1.187,0.946,0_scenario_12,road1,jerk,sunny_day,random
0_scenario_13|road1|jerk|sunny_day|random,0.009,1.137,1.044,0.001,1.469,0.001,0_scenario_13,road1,jerk,sunny_day,random
0_scenario_2|road1|jerk|sunny_day|random,9.999,10.09,10.178,10.266,10.356,9.044,0_scenario_2,road1,jerk,sunny_day,random
0_scenario_3|road1|jerk|sunny_day|random,8.265,7.522,6.479,5.708,5.963,3.742,0_scenario_3,road1,jerk,sunny_day,random
0_scenario_4|road1|jerk|sunny_day|random,5.713,6.99,8.387,8.773,8.876,8.98,0_scenario_4,road1,jerk,sunny_day,random
0_scenario_5|road1|jerk|sunny_day|random,9.112,9.215,9.476,9.727,10.062,10.157,0_scenario_5,road1,jerk,sunny_day,random
0_scenario_6|road1|jerk|sunny_day|random,10.247,10.332,10.419,9.883,9.943,10.032,0_scenario_6,road1,jerk,sunny_day,random
0_scenario_7|road1|jerk|sunny_day|random,10.123,10.21,9.265,7.915,7.04,6.771,0_scenario_7,road1,jerk,sunny_day,random
0_scenario_8|road1|jerk|sunny_day|random,7.345,7.476,8.405,8.806,8.908,7.848,0_scenario_8,road1,jerk,sunny_day,random
0_scenario_9|road1|jerk|sunny_day|random,6.43,5.481,4.315,3.994,4.143,3.907,0_scenario_9,road1,jerk,sunny_day,random
10_scenario_0|road1|jerk|sunny_day|random,0.25,1.804,4.138,6.066,7.613,8.261,10_scenario_0,road1,jerk,sunny_day,random
10_scenario_1|road1|jerk|sunny_day|random,8.563,8.97,9.079,9.183,7.297,5.333,10_scenario_1,road1,jerk,sunny_day,random
10_scenario_10|road1|jerk|sunny_day|random,7.41,5.902,6.047,6.291,6.418,5.367,10_scenario_10,road1,jerk,sunny_day,random
10_scenario_11|road1|jerk|sunny_day|random,5.472,4.549,4.444,2.008,1.236,0.829,10_scenario_11,road1,jerk,sunny_day,random
10_scenario_12|road1|jerk|sunny_day|random,0.001,0.0,0.0,0.0,0.0,1.765,10_scenario_12,road1,jerk,sunny_day,random
10_scenario_13|road1|jerk|sunny_day|random,2.72,2.957,2.821,2.688,2.507,2.71,10_scenario_13,road1,jerk,sunny_day,random
10_scenario_14|road1|jerk|sunny_day|random,2.175,1.815,1.628,1.753,1.642,1.622,10_scenario_14,road1,jerk,sunny_day,random
10_scenario_15|road1|jerk|sunny_day|random,1.641,1.374,1.112,0.765,2.097,1.341,10_scenario_15,road1,jerk,sunny_day,random
10_scenario_16|road1|jerk|sunny_day|random,1.059,0.808,0.017,1.745,1.454,1.138,10_scenario_16,road1,jerk,sunny_day,random
10_scenario_2|road1|jerk|sunny_day|random,4.206,3.214,1.652,1.225,1.441,3.07,10_scenario_2,road1,jerk,sunny_day,random
10_scenario_3|road1|jerk|sunny_day|random,3.729,3.931,4.447,6.137,6.274,6.459,10_scenario_3,road1,jerk,sunny_day,random
10_scenario_4|road1|jerk|sunny_day|random,6.589,6.349,6.39,6.315,6.28,6.086,10_scenario_4,road1,jerk,sunny_day,random
10_scenario_5|road1|jerk|sunny_day|random,5.952,7.363,4.875,5.914,7.215,7.349,10_scenario_5,road1,jerk,sunny_day,random
10_scenario_6|road1|jerk|sunny_day|random,8.062,8.181,7.276,8.062,8.148,7.415,10_scenario_6,road1,jerk,sunny_day,random
10_scenario_7|road1|jerk|sunny_day|random,7.629,8.395,9.246,9.501,9.764,9.997,10_scenario_7,road1,jerk,sunny_day,random
10_scenario_8|road1|jerk|sunny_day|random,10.087,10.174,10.26,10.349,10.436,10.521,10_scenario_8,road1,jerk,sunny_day,random
10_scenario_9|road1|jerk|sunny_day|random,9.873,8.855,8.914,9.034,9.141,7.298,10_scenario_9,road1,jerk,sunny_day,random
11_scenario_0|road1|jerk|sunny_day|random,0.25,1.521,3.882,5.78,6.532,7.869,11_scenario_0,road1,jerk,sunny_day,random
11_scenario_1|road1|jerk|sunny_day|random,8.025,8.155,9.112,9.225,9.482,9.735,11_scenario_1,road1,jerk,sunny_day,random
11_scenario_10|road1|jerk|sunny_day|random,7.831,6.826,4.992,3.595,2.536,1.487,11_scenario_10,road1,jerk,sunny_day,random
11_scenario_11|road1|jerk|sunny_day|random,3.631,4.156,4.378,5.075,4.669,4.507,11_scenario_11,road1,jerk,sunny_day,random
11_scenario_12|road1|jerk|sunny_day|random,3.667,2.812,3.48,3.034,2.756,2.48,11_scenario_12,road1,jerk,sunny_day,random
11_scenario_13|road1|jerk|sunny_day|random,2.249,1.655,1.453,1.592,2.135,1.731,11_scenario_13,road1,jerk,sunny_day,random
11_scenario_14|road1|jerk|sunny_day|random,1.451,1.154,0.9,0.001,1.326,1.138,11_scenario_14,road1,jerk,sunny_day,random
11_scenario_2|road1|jerk|sunny_day|random,10.02,10.11,8.264,6.193,4.382,2.966,11_scenario_2,road1,jerk,sunny_day,random
11_scenario_3|road1|jerk|sunny_day|random,2.053,0.53,2.151,3.808,5.584,6.191,11_scenario_3,road1,jerk,sunny_day,random
11_scenario_4|road1|jerk|sunny_day|random,4.564,5.722,3.977,6.046,6.232,5.993,11_scenario_4,road1,jerk,sunny_day,random
11_scenario_5|road1|jerk|sunny_day|random,3.255,4.374,6.404,7.882,8.084,8.798,11_scenario_5,road1,jerk,sunny_day,random
11_scenario_6|road1|jerk|sunny_day|random,8.901,9.009,7.345,6.101,6.241,8.047,11_scenario_6,road1,jerk,sunny_day,random
11_scenario_7|road1|jerk|sunny_day|random,8.535,9.012,9.11,9.202,9.455,9.709,11_scenario_7,road1,jerk,sunny_day,random
11_scenario_8|road1|jerk|sunny_day|random,10.033,10.127,10.213,10.304,10.387,10.476,11_scenario_8,road1,jerk,sunny_day,random
11_scenario_9|road1|jerk|sunny_day|random,8.967,8.991,9.149,6.678,7.998,8.075,11_scenario_9,road1,jerk,sunny_day,random
12_scenario_0|road1|jerk|sunny_day|random,0.25,1.653,3.818,5.419,6.847,7.876,12_scenario_0,road1,jerk,sunny_day,random
12_scenario_1|road1|jerk|sunny_day|random,8.779,8.887,8.991,9.125,9.235,9.497,12_scenario_1,road1,jerk,sunny_day,random
12_scenario_10|road1|jerk|sunny_day|random,3.42,2.488,2.657,2.425,2.249,2.032,12_scenario_10,road1,jerk,sunny_day,random
12_scenario_11|road1|jerk|sunny_day|random,1.969,1.637,1.572,1.348,1.486,1.273,12_scenario_11,road1,jerk,sunny_day,random
12_scenario_12|road1|jerk|sunny_day|random,1.719,1.367,1.058,0.805,0.001,1.06,12_scenario_12,road1,jerk,sunny_day,random
12_scenario_2|road1|jerk|sunny_day|random,9.751,10.004,10.095,10.193,10.283,8.26,12_scenario_2,road1,jerk,sunny_day,random
12_scenario_3|road1|jerk|sunny_day|random,7.699,6.868,6.25,5.813,5.884,6.065,12_scenario_3,road1,jerk,sunny_day,random
12_scenario_4|road1|jerk|sunny_day|random,3.652,5.224,6.701,7.466,7.876,8.215,12_scenario_4,road1,jerk,sunny_day,random
12_scenario_5|road1|jerk|sunny_day|random,9.153,9.3,9.551,9.81,10.036,10.128,12_scenario_5,road1,jerk,sunny_day,random
12_scenario_6|road1|jerk|sunny_day|random,10.218,10.309,10.396,10.483,10.566,10.649,12_scenario_6,road1,jerk,sunny_day,random
12_scenario_7|road1|jerk|sunny_day|random,10.734,10.816,10.893,9.622,7.931,8.274,12_scenario_7,road1,jerk,sunny_day,random
12_scenario_8|road1|jerk|sunny_day|random,9.165,7.429,8.19,8.75,8.877,8.981,12_scenario_8,road1,jerk,sunny_day,random
12_scenario_9|road1|jerk|sunny_day|random,9.137,7.616,6.367,5.166,4.307,3.623,12_scenario_9,road1,jerk,sunny_day,random
13_scenario_0|road1|jerk|sunny_day|random,0.25,1.607,3.553,5.232,6.831,7.553,13_scenario_0,road1,jerk,sunny_day,random
13_scenario_1|road1|jerk|sunny_day|random,8.403,9.003,9.119,9.248,9.513,9.763,13_scenario_1,road1,jerk,sunny_day,random
13_scenario_10|road1|jerk|sunny_day|random,5.846,7.113,5.232,6.08,6.214,5.94,13_scenario_10,road1,jerk,sunny_day,random
13_scenario_11|road1|jerk|sunny_day|random,5.678,4.753,4.5,4.453,4.26,4.021,13_scenario_11,road1,jerk,sunny_day,random
13_scenario_12|road1|jerk|sunny_day|random,3.738,2.846,2.663,2.437,2.207,1.246,13_scenario_12,road1,jerk,sunny_day,random
13_scenario_13|road1|jerk|sunny_day|random,1.008,1.794,2.214,1.851,1.611,1.374,13_scenario_13,road1,jerk,sunny_day,random
13_scenario_14|road1|jerk|sunny_day|random,1.139,0.86,0.001,1.689,1.331,0.991,13_scenario_14,road1,jerk,sunny_day,random
13_scenario_2|road1|jerk|sunny_day|random,10.071,10.159,8.178,6.396,5.1,3.791,13_scenario_2,road1,jerk,sunny_day,random
13_scenario_3|road1|jerk|sunny_day|random,2.765,1.748,1.502,1.625,3.904,5.087,13_scenario_3,road1,jerk,sunny_day,random
13_scenario_4|road1|jerk|sunny_day|random,6.217,6.572,6.285,5.974,5.902,6.484,13_scenario_4,road1,jerk,sunny_day,random
13_scenario_5|road1|jerk|sunny_day|random,4.68,6.072,6.818,8.103,9.027,9.131,13_scenario_5,road1,jerk,sunny_day,random
13_scenario_6|road1|jerk|sunny_day|random,9.24,9.499,9.744,9.945,10.036,9.371,13_scenario_6,road1,jerk,sunny_day,random
13_scenario_7|road1|jerk|sunny_day|random,9.622,9.906,9.998,10.088,7.567,7.789,13_scenario_7,road1,jerk,sunny_day,random
13_scenario_8|road1|jerk|sunny_day|random,7.969,7.06,6.416,7.808,7.121,8.059,13_scenario_8,road1,jerk,sunny_day,random
13_scenario_9|road1|jerk|sunny_day|random,6.902,5.735,4.335,5.969,8.196,8.393,13_scenario_9,road1,jerk,sunny_day,random
14_scenario_0|road1|jerk|sunny_day|random,0.25,0.062,1.794,3.958,5.513,6.703,14_scenario_0,road1,jerk,sunny_day,random
14_scenario_1|road1|jerk|sunny_day|random,7.496,7.967,7.347,6.926,6.665,7.797,14_scenario_1,road1,jerk,sunny_day,random
14_scenario_2|road1|jerk|sunny_day|random,8.574,7.429,7.823,8.135,8.299,7.5,14_scenario_2,road1,jerk,sunny_day,random
14_scenario_3|road1|jerk|sunny_day|random,6.917,5.794,5.399,5.126,5.107,5.431,14_scenario_3,road1,jerk,sunny_day,random
14_scenario_4|road1|jerk|sunny_day|random,5.69,5.492,5.705,5.866,6.102,6.186,14_scenario_4,road1,jerk,sunny_day,random
14_scenario_5|road1|jerk|sunny_day|random,3.839,5.585,5.886,6.142,6.285,7.243,14_scenario_5,road1,jerk,sunny_day,random
14_scenario_6|road1|jerk|sunny_day|random,8.323,8.917,9.043,9.145,9.273,9.532,14_scenario_6,road1,jerk,sunny_day,random
14_scenario_7_npc_vehicle|road1|jerk|sunny_day|random,9.775,10.064,10.152,10.241,0.404,0.068,14_scenario_7_npc_vehicle,road1,jerk,sunny_day,random
15_scenario_0|road1|jerk|sunny_day|random,0.25,1.737,3.718,5.301,6.768,8.013,15_scenario_0,road1,jerk,sunny_day,random
15_scenario_1|road1|jerk|sunny_day|random,9.154,9.326,9.572,9.824,9.998,10.088,15_scenario_1,road1,jerk,sunny_day,random
15_scenario_10|road1|jerk|sunny_day|random,5.055,4.071,3.981,3.813,3.638,3.4,15_scenario_10,road1,jerk,sunny_day,random
15_scenario_11|road1|jerk|sunny_day|random,3.159,2.314,2.601,2.371,1.447,1.061,15_scenario_11,road1,jerk,sunny_day,random
15_scenario_12|road1|jerk|sunny_day|random,1.279,1.421,1.492,1.585,1.641,1.403,15_scenario_12,road1,jerk,sunny_day,random
15_scenario_13|road1|jerk|sunny_day|random,1.167,0.911,0.001,1.366,1.113,0.823,15_scenario_13,road1,jerk,sunny_day,random
15_scenario_2|road1|jerk|sunny_day|random,10.178,10.268,10.36,10.449,10.535,8.39,15_scenario_2,road1,jerk,sunny_day,random
15_scenario_3|road1|jerk|sunny_day|random,7.537,6.805,6.217,5.877,6.007,4.251,15_scenario_3,road1,jerk,sunny_day,random
15_scenario_4|road1|jerk|sunny_day|random,5.839,7.026,8.357,8.745,8.853,8.979,15_scenario_4,road1,jerk,sunny_day,random
15_scenario_5|road1|jerk|sunny_day|random,9.107,9.209,6.642,4.863,4.343,5.865,15_scenario_5,road1,jerk,sunny_day,random
15_scenario_6|road1|jerk|sunny_day|random,7.173,7.536,8.019,8.141,8.818,8.938,15_scenario_6,road1,jerk,sunny_day,random
15_scenario_7|road1|jerk|sunny_day|random,9.04,9.144,9.278,9.542,9.792,9.74,15_scenario_7,road1,jerk,sunny_day,random
15_scenario_8|road1|jerk|sunny_day|random,8.754,8.816,8.526,8.24,7.904,8.076,15_scenario_8,road1,jerk,sunny_day,random
15_scenario_9|road1|jerk|sunny_day|random,7.854,6.822,6.505,6.216,5.949,5.313,15_scenario_9,road1,jerk,sunny_day,random
16_scenario_0|road1|jerk|sunny_day|random,0.25,0.02,1.881,3.845,5.995,6.737,16_scenario_0,road1,jerk,sunny_day,random
16_scenario_1|road1|jerk|sunny_day|random,7.871,8.423,8.785,8.887,8.99,9.161,16_scenario_1,road1,jerk,sunny_day,random
16_scenario_10|road1|jerk|sunny_day|random,8.119,7.135,6.892,6.561,6.266,5.871,16_scenario_10,road1,jerk,sunny_day,random
16_scenario_11|road1|jerk|sunny_day|random,5.661,4.725,4.452,4.209,3.983,3.748,16_scenario_11,road1,jerk,sunny_day,random
16_scenario_12|road1|jerk|sunny_day|random,3.312,2.51,2.264,2.261,2.078,1.858,16_scenario_12,road1,jerk,sunny_day,random
16_scenario_13|road1|jerk|sunny_day|random,1.996,1.738,1.5,1.285,1.628,1.451,16_scenario_13,road1,jerk,sunny_day,random
16_scenario_14|road1|jerk|sunny_day|random,1.215,0.987,0.687,1.0,1.142,0.924,16_scenario_14,road1,jerk,sunny_day,random
16_scenario_2|road1|jerk|sunny_day|random,9.355,9.611,9.049,7.958,8.087,8.034,16_scenario_2,road1,jerk,sunny_day,random
16_scenario_3|road1|jerk|sunny_day|random,7.704,7.18,6.57,5.798,5.185,4.688,16_scenario_3,road1,jerk,sunny_day,random
16_scenario_4|road1|jerk|sunny_day|random,4.418,4.5,3.291,2.474,1.917,3.876,16_scenario_4,road1,jerk,sunny_day,random
